created_at,tweet,likes,retweet_count
2024-03-24,Modi met with industry leaders to discuss growth.,3943,342
2024-03-31,Modi criticized for slow progress in rural development.,1529,580
2024-03-06,Protests continue as people demand changes from Modi.,4281,507
2024-03-05,Modi talks about making India self-reliant and people are hopeful.,4841,578
2024-03-14,People believe Modi is transforming India’s global image.,658,222
2024-03-01,Modi criticized for slow progress in rural development.,1900,397
2024-03-29,Modi met with industry leaders to discuss growth.,4869,189
2024-03-08,Citizens praise Modi for strong leadership and vision.,1190,841
2024-03-30,Critics say Modi is not addressing unemployment issues properly.,395,777
2024-03-07,Modi criticized for slow progress in rural development.,2520,386
2024-03-11,Discussions about Modi continue across the nation.,2842,377
2024-03-12,Modi delivered an inspiring speech about India's growth and unity.,4884,439
2024-03-09,Social media debates continue over Modi’s strategies.,3359,908
2024-03-22,Modi faces backlash over recent economic policies.,2350,965
2024-03-14,Modi met with industry leaders to discuss growth.,4666,838
2024-03-26,Opposition questions Modi’s silence on key social matters.,3960,149
2024-03-17,Protests continue as people demand changes from Modi.,226,426
2024-03-15,Opposition questions Modi’s silence on key social matters.,3217,814
2024-03-17,Social media debates continue over Modi’s strategies.,4266,536
2024-03-12,Social media debates continue over Modi’s strategies.,4756,15
2024-03-21,Modi met with industry leaders to discuss growth.,4231,196
2024-03-28,Discussions about Modi continue across the nation.,1355,925
2024-03-08,People believe Modi is transforming India’s global image.,2623,168
2024-03-06,Modi’s rally drew massive crowds showing huge support.,374,552
2024-03-30,Modi talks about making India self-reliant and people are hopeful.,3477,165
2024-03-02,Modi’s rally drew massive crowds showing huge support.,1662,780
2024-03-07,Modi attended a public event today in Delhi.,2660,903
2024-03-11,Modi met with industry leaders to discuss growth.,3345,29
2024-03-29,Modi met with industry leaders to discuss growth.,1839,988
2024-03-20,People believe Modi is transforming India’s global image.,1306,62
2024-03-13,Modi delivered an inspiring speech about India's growth and unity.,105,452
2024-03-01,Modi talks about making India self-reliant and people are hopeful.,1548,726
2024-03-26,Discussions about Modi continue across the nation.,3356,738
2024-03-06,Opposition questions Modi’s silence on key social matters.,2583,5
2024-03-20,Modi faces backlash over recent economic policies.,4312,287
2024-03-20,Modi talks about making India self-reliant and people are hopeful.,3429,231
2024-03-07,Citizens praise Modi for strong leadership and vision.,3324,936
2024-03-23,Critics say Modi is not addressing unemployment issues properly.,2691,872
2024-03-09,Media covered Modi’s new policy announcement.,2372,285
2024-03-16,Protests continue as people demand changes from Modi.,1414,125
2024-03-31,Modi’s rally drew massive crowds showing huge support.,4881,558
2024-03-25,Opposition questions Modi’s silence on key social matters.,2282,225
2024-03-31,Media covered Modi’s new policy announcement.,3333,478
2024-03-15,People believe Modi is transforming India’s global image.,4852,738
2024-03-02,Modi talks about making India self-reliant and people are hopeful.,1740,774
2024-03-11,Modi’s rally drew massive crowds showing huge support.,2040,202
2024-03-21,Modi delivered an inspiring speech about India's growth and unity.,3025,675
2024-03-21,Modi’s rally drew massive crowds showing huge support.,2093,8
2024-03-13,Media covered Modi’s new policy announcement.,4565,596
2024-03-16,Protests continue as people demand changes from Modi.,2215,748
2024-03-02,Modi criticized for slow progress in rural development.,362,90
2024-03-29,Modi’s rally drew massive crowds showing huge support.,4298,863
2024-03-11,Modi attended a public event today in Delhi.,2897,581
2024-03-02,Critics say Modi is not addressing unemployment issues properly.,3647,608
2024-03-03,Modi faces backlash over recent economic policies.,4672,311
2024-03-13,People believe Modi is transforming India’s global image.,4748,342
2024-03-25,Modi’s rally drew massive crowds showing huge support.,2084,34
2024-03-31,Modi faces backlash over recent economic policies.,1256,467
2024-03-25,Critics say Modi is not addressing unemployment issues properly.,3727,520
2024-03-30,Modi attended a public event today in Delhi.,1686,39
2024-03-17,Modi faces backlash over recent economic policies.,506,169
2024-03-07,Modi talks about making India self-reliant and people are hopeful.,2487,341
2024-03-22,Modi criticized for slow progress in rural development.,2896,765
2024-03-26,Modi’s rally drew massive crowds showing huge support.,779,368
2024-03-03,Modi criticized for slow progress in rural development.,4691,123
2024-03-03,People believe Modi is transforming India’s global image.,210,207
2024-03-27,Protests continue as people demand changes from Modi.,3647,918
2024-03-07,Citizens praise Modi for strong leadership and vision.,194,461
2024-03-25,Modi delivered an inspiring speech about India's growth and unity.,4843,926
2024-03-10,Modi criticized for slow progress in rural development.,4061,2
2024-03-31,People believe Modi is transforming India’s global image.,3131,285
2024-03-19,Modi criticized for slow progress in rural development.,825,222
2024-03-17,Modi talks about making India self-reliant and people are hopeful.,1992,572
2024-03-09,Citizens praise Modi for strong leadership and vision.,2143,904
2024-03-20,Citizens praise Modi for strong leadership and vision.,1930,323
2024-03-24,Modi’s rally drew massive crowds showing huge support.,4834,25
2024-03-16,Protests continue as people demand changes from Modi.,2312,933
2024-03-25,Modi met with industry leaders to discuss growth.,1873,763
2024-03-20,Modi talks about making India self-reliant and people are hopeful.,3734,489
2024-03-20,Modi attended a public event today in Delhi.,4617,431
2024-03-18,Modi attended a public event today in Delhi.,4735,533
2024-03-27,Media covered Modi’s new policy announcement.,2605,747
2024-03-18,Modi’s rally drew massive crowds showing huge support.,3815,890
2024-03-04,Social media debates continue over Modi’s strategies.,4813,48
2024-03-09,Discussions about Modi continue across the nation.,859,16
2024-03-16,Opposition questions Modi’s silence on key social matters.,151,316
2024-03-09,Critics say Modi is not addressing unemployment issues properly.,2487,53
2024-03-09,Citizens praise Modi for strong leadership and vision.,1819,926
2024-03-19,Discussions about Modi continue across the nation.,797,526
2024-03-04,Citizens praise Modi for strong leadership and vision.,3119,910
2024-03-10,Protests continue as people demand changes from Modi.,1799,111
2024-03-04,Social media debates continue over Modi’s strategies.,3203,273
2024-03-20,Critics say Modi is not addressing unemployment issues properly.,3266,299
2024-03-23,Social media debates continue over Modi’s strategies.,3479,178
2024-03-24,Modi delivered an inspiring speech about India's growth and unity.,1116,335
2024-03-12,Protests continue as people demand changes from Modi.,4468,209
2024-03-12,Critics say Modi is not addressing unemployment issues properly.,2601,168
2024-03-19,Modi delivered an inspiring speech about India's growth and unity.,2077,782
2024-03-25,Modi faces backlash over recent economic policies.,2031,617
2024-03-19,People believe Modi is transforming India’s global image.,4095,551
2024-03-10,Modi’s rally drew massive crowds showing huge support.,652,211
2024-03-12,Citizens praise Modi for strong leadership and vision.,299,385
2024-03-18,Modi delivered an inspiring speech about India's growth and unity.,154,537
2024-03-05,Social media debates continue over Modi’s strategies.,4104,350
2024-03-13,Modi delivered an inspiring speech about India's growth and unity.,4029,523
2024-03-16,Modi faces backlash over recent economic policies.,3922,16
2024-03-18,People believe Modi is transforming India’s global image.,2839,139
2024-03-06,Modi faces backlash over recent economic policies.,530,576
2024-03-13,Critics say Modi is not addressing unemployment issues properly.,1170,584
2024-03-21,Citizens praise Modi for strong leadership and vision.,814,238
2024-03-09,People believe Modi is transforming India’s global image.,3457,529
2024-03-22,Modi faces backlash over recent economic policies.,4961,203
2024-03-29,People believe Modi is transforming India’s global image.,2746,808
2024-03-11,Modi talks about making India self-reliant and people are hopeful.,3622,515
2024-03-25,Modi attended a public event today in Delhi.,4812,514
2024-03-01,Modi faces backlash over recent economic policies.,3431,416
2024-03-31,Citizens praise Modi for strong leadership and vision.,4452,263
2024-03-21,Modi’s rally drew massive crowds showing huge support.,1151,164
2024-03-09,Social media debates continue over Modi’s strategies.,4718,401
2024-03-05,Citizens praise Modi for strong leadership and vision.,330,28
2024-03-08,Protests continue as people demand changes from Modi.,2862,567
2024-03-17,People believe Modi is transforming India’s global image.,1519,127
2024-03-28,Modi delivered an inspiring speech about India's growth and unity.,3357,675
2024-03-03,Citizens praise Modi for strong leadership and vision.,3420,170
2024-03-29,Citizens praise Modi for strong leadership and vision.,611,478
2024-03-04,Modi talks about making India self-reliant and people are hopeful.,454,424
2024-03-26,Modi talks about making India self-reliant and people are hopeful.,4584,67
2024-03-02,Citizens praise Modi for strong leadership and vision.,2167,266
2024-03-20,People believe Modi is transforming India’s global image.,1510,806
2024-03-07,People believe Modi is transforming India’s global image.,101,385
2024-03-03,Social media debates continue over Modi’s strategies.,4868,911
2024-03-14,Modi delivered an inspiring speech about India's growth and unity.,2508,649
2024-03-13,Critics say Modi is not addressing unemployment issues properly.,2376,486
2024-03-20,Citizens praise Modi for strong leadership and vision.,3508,296
2024-03-23,Protests continue as people demand changes from Modi.,3861,119
2024-03-22,People believe Modi is transforming India’s global image.,3857,177
2024-03-17,Modi talks about making India self-reliant and people are hopeful.,4779,80
2024-03-15,Modi met with industry leaders to discuss growth.,1319,253
2024-03-24,Modi’s rally drew massive crowds showing huge support.,4568,680
2024-03-12,People believe Modi is transforming India’s global image.,4017,211
2024-03-15,People believe Modi is transforming India’s global image.,2532,124
2024-03-23,Modi criticized for slow progress in rural development.,2176,698
2024-03-08,Modi delivered an inspiring speech about India's growth and unity.,2927,614
2024-03-14,Social media debates continue over Modi’s strategies.,4196,391
2024-03-15,Citizens praise Modi for strong leadership and vision.,3118,445
2024-03-25,Citizens praise Modi for strong leadership and vision.,3009,50
2024-03-04,Modi met with industry leaders to discuss growth.,2512,807
2024-03-09,Social media debates continue over Modi’s strategies.,4741,624
2024-03-29,Modi criticized for slow progress in rural development.,1280,862
2024-03-19,Modi delivered an inspiring speech about India's growth and unity.,4240,799
2024-03-29,Modi talks about making India self-reliant and people are hopeful.,905,820
2024-03-28,Modi delivered an inspiring speech about India's growth and unity.,4999,351
2024-03-10,People believe Modi is transforming India’s global image.,328,284
2024-03-12,Social media debates continue over Modi’s strategies.,1413,344
2024-03-03,People believe Modi is transforming India’s global image.,2894,331
2024-03-03,Critics say Modi is not addressing unemployment issues properly.,3919,935
2024-03-23,Media covered Modi’s new policy announcement.,1421,275
2024-03-13,Citizens praise Modi for strong leadership and vision.,1822,328
2024-03-02,Opposition questions Modi’s silence on key social matters.,2918,61
2024-03-10,Citizens praise Modi for strong leadership and vision.,4516,985
2024-03-21,Modi met with industry leaders to discuss growth.,3681,802
2024-03-28,People believe Modi is transforming India’s global image.,2001,112
2024-03-10,Critics say Modi is not addressing unemployment issues properly.,1351,14
2024-03-20,Media covered Modi’s new policy announcement.,3499,773
2024-03-26,Citizens praise Modi for strong leadership and vision.,921,140
2024-03-03,Modi criticized for slow progress in rural development.,2000,947
2024-03-04,Modi criticized for slow progress in rural development.,619,525
2024-03-30,Citizens praise Modi for strong leadership and vision.,3523,227
2024-03-03,Modi’s rally drew massive crowds showing huge support.,524,557
2024-03-16,Critics say Modi is not addressing unemployment issues properly.,3675,835
2024-03-28,People believe Modi is transforming India’s global image.,2342,950
2024-03-11,Modi delivered an inspiring speech about India's growth and unity.,4840,736
2024-03-27,Opposition questions Modi’s silence on key social matters.,4123,148
2024-03-22,Opposition questions Modi’s silence on key social matters.,877,423
2024-03-28,Modi delivered an inspiring speech about India's growth and unity.,4446,907
2024-03-29,Social media debates continue over Modi’s strategies.,4766,826
2024-03-28,Modi attended a public event today in Delhi.,3696,203
2024-03-02,Opposition questions Modi’s silence on key social matters.,4831,301
2024-03-04,Critics say Modi is not addressing unemployment issues properly.,313,52
2024-03-19,Modi met with industry leaders to discuss growth.,3119,445
2024-03-01,Modi met with industry leaders to discuss growth.,3769,973
2024-03-04,Modi met with industry leaders to discuss growth.,4757,864
2024-03-03,Modi delivered an inspiring speech about India's growth and unity.,507,189
2024-03-25,Citizens praise Modi for strong leadership and vision.,3908,573
2024-03-23,Discussions about Modi continue across the nation.,3168,839
2024-03-19,Modi’s rally drew massive crowds showing huge support.,220,196
2024-03-25,Protests continue as people demand changes from Modi.,2423,421
2024-03-23,People believe Modi is transforming India’s global image.,2322,92
2024-03-09,Media covered Modi’s new policy announcement.,2737,809
2024-03-17,Discussions about Modi continue across the nation.,1649,268
2024-03-11,Modi attended a public event today in Delhi.,3112,981
2024-03-09,Modi met with industry leaders to discuss growth.,3336,682
2024-03-05,Discussions about Modi continue across the nation.,1601,75
2024-03-21,Citizens praise Modi for strong leadership and vision.,3108,418
2024-03-19,Modi delivered an inspiring speech about India's growth and unity.,2503,947
2024-03-18,Media covered Modi’s new policy announcement.,4778,442
2024-03-05,Citizens praise Modi for strong leadership and vision.,34,259
2024-03-29,Opposition questions Modi’s silence on key social matters.,1823,623
2024-03-31,Modi faces backlash over recent economic policies.,460,931
2024-03-23,Modi met with industry leaders to discuss growth.,3791,750
2024-03-22,Modi delivered an inspiring speech about India's growth and unity.,142,195
2024-03-13,Modi met with industry leaders to discuss growth.,1269,397
2024-03-22,Opposition questions Modi’s silence on key social matters.,3430,882
2024-03-31,Citizens praise Modi for strong leadership and vision.,4840,172
2024-03-21,Media covered Modi’s new policy announcement.,3462,782
2024-03-24,Opposition questions Modi’s silence on key social matters.,451,206
2024-03-31,Discussions about Modi continue across the nation.,2799,377
2024-03-26,Modi met with industry leaders to discuss growth.,2045,218
2024-03-05,Modi criticized for slow progress in rural development.,4391,103
2024-03-03,Modi talks about making India self-reliant and people are hopeful.,3220,95
2024-03-07,Modi criticized for slow progress in rural development.,1331,977
2024-03-14,Modi faces backlash over recent economic policies.,785,124
2024-03-04,Modi’s rally drew massive crowds showing huge support.,358,110
2024-03-11,Opposition questions Modi’s silence on key social matters.,4045,732
2024-03-08,Modi faces backlash over recent economic policies.,548,295
2024-03-12,Opposition questions Modi’s silence on key social matters.,2748,15
2024-03-11,People believe Modi is transforming India’s global image.,357,697
2024-03-15,Modi attended a public event today in Delhi.,2020,63
2024-03-09,Discussions about Modi continue across the nation.,4830,242
2024-03-24,Modi talks about making India self-reliant and people are hopeful.,1072,407
2024-03-21,Citizens praise Modi for strong leadership and vision.,655,923
2024-03-21,Social media debates continue over Modi’s strategies.,1027,696
2024-03-29,Modi delivered an inspiring speech about India's growth and unity.,530,54
2024-03-22,Modi’s rally drew massive crowds showing huge support.,1452,470
2024-03-20,Citizens praise Modi for strong leadership and vision.,4879,939
2024-03-18,Protests continue as people demand changes from Modi.,3582,979
2024-03-13,Media covered Modi’s new policy announcement.,2155,480
2024-03-23,Modi talks about making India self-reliant and people are hopeful.,4893,354
2024-03-29,Modi attended a public event today in Delhi.,786,700
2024-03-08,Citizens praise Modi for strong leadership and vision.,442,234
2024-03-27,Modi faces backlash over recent economic policies.,4207,400
2024-03-29,Modi met with industry leaders to discuss growth.,2105,147
2024-03-14,Modi delivered an inspiring speech about India's growth and unity.,442,785
2024-03-18,Modi delivered an inspiring speech about India's growth and unity.,1369,187
2024-03-28,Modi talks about making India self-reliant and people are hopeful.,2823,296
2024-03-05,People believe Modi is transforming India’s global image.,2690,986
2024-03-03,Modi delivered an inspiring speech about India's growth and unity.,4176,438
2024-03-16,Modi talks about making India self-reliant and people are hopeful.,2758,584
2024-03-20,Media covered Modi’s new policy announcement.,1061,364
2024-03-17,Social media debates continue over Modi’s strategies.,332,86
2024-03-31,Protests continue as people demand changes from Modi.,249,764
2024-03-10,Modi delivered an inspiring speech about India's growth and unity.,2842,762
2024-03-12,Critics say Modi is not addressing unemployment issues properly.,1379,57
2024-03-22,Critics say Modi is not addressing unemployment issues properly.,484,421
2024-03-08,Modi delivered an inspiring speech about India's growth and unity.,4783,870
2024-03-04,Modi delivered an inspiring speech about India's growth and unity.,2546,190
2024-03-21,People believe Modi is transforming India’s global image.,1072,976
2024-03-16,Modi faces backlash over recent economic policies.,3713,548
2024-03-11,Modi’s rally drew massive crowds showing huge support.,3904,166
2024-03-23,Media covered Modi’s new policy announcement.,1514,61
2024-03-21,Modi’s rally drew massive crowds showing huge support.,4603,933
2024-03-15,Modi faces backlash over recent economic policies.,469,981
2024-03-30,Modi met with industry leaders to discuss growth.,3258,528
2024-03-14,Media covered Modi’s new policy announcement.,2475,251
2024-03-15,Modi attended a public event today in Delhi.,2481,179
2024-03-15,Modi criticized for slow progress in rural development.,1846,908
2024-03-16,Discussions about Modi continue across the nation.,2590,4
2024-03-07,Discussions about Modi continue across the nation.,1174,94
2024-03-23,Modi talks about making India self-reliant and people are hopeful.,24,377
2024-03-27,Modi faces backlash over recent economic policies.,1573,118
2024-03-07,Social media debates continue over Modi’s strategies.,3267,113
2024-03-22,Modi criticized for slow progress in rural development.,4099,686
2024-03-14,Modi criticized for slow progress in rural development.,2058,466
2024-03-14,Modi talks about making India self-reliant and people are hopeful.,2580,493
2024-03-27,Modi criticized for slow progress in rural development.,1569,570
2024-03-09,Citizens praise Modi for strong leadership and vision.,1666,807
2024-03-17,Discussions about Modi continue across the nation.,3598,743
2024-03-25,Citizens praise Modi for strong leadership and vision.,3769,253
2024-03-26,Social media debates continue over Modi’s strategies.,1676,790
2024-03-06,Modi attended a public event today in Delhi.,1932,672
2024-03-09,Modi attended a public event today in Delhi.,2604,368
2024-03-08,Opposition questions Modi’s silence on key social matters.,473,951
2024-03-23,Modi’s rally drew massive crowds showing huge support.,1942,3
2024-03-04,Modi attended a public event today in Delhi.,2836,973
2024-03-09,Modi talks about making India self-reliant and people are hopeful.,2191,632
2024-03-08,Modi attended a public event today in Delhi.,4351,683
2024-03-04,Modi attended a public event today in Delhi.,3157,210
2024-03-25,Modi met with industry leaders to discuss growth.,76,780
2024-03-06,Discussions about Modi continue across the nation.,2513,612
2024-03-03,Modi delivered an inspiring speech about India's growth and unity.,1485,43
2024-03-06,Modi talks about making India self-reliant and people are hopeful.,4595,37
2024-03-03,Media covered Modi’s new policy announcement.,1069,839
2024-03-07,Citizens praise Modi for strong leadership and vision.,4945,676
2024-03-10,Modi’s rally drew massive crowds showing huge support.,520,772
2024-03-20,Discussions about Modi continue across the nation.,2407,882
2024-03-01,Critics say Modi is not addressing unemployment issues properly.,807,331
2024-03-01,Social media debates continue over Modi’s strategies.,3755,309
2024-03-24,Citizens praise Modi for strong leadership and vision.,3832,130
2024-03-19,People believe Modi is transforming India’s global image.,4214,395
2024-03-26,Protests continue as people demand changes from Modi.,1829,648
2024-03-13,People believe Modi is transforming India’s global image.,794,647
2024-03-09,Social media debates continue over Modi’s strategies.,1979,613
2024-03-20,Media covered Modi’s new policy announcement.,2699,993
2024-03-01,Modi talks about making India self-reliant and people are hopeful.,3802,688
2024-03-30,Modi met with industry leaders to discuss growth.,1714,633
2024-03-10,Opposition questions Modi’s silence on key social matters.,1399,447
2024-03-16,Citizens praise Modi for strong leadership and vision.,1849,598
2024-03-15,Citizens praise Modi for strong leadership and vision.,345,555
2024-03-14,Modi delivered an inspiring speech about India's growth and unity.,1524,48
2024-03-14,Critics say Modi is not addressing unemployment issues properly.,2764,88
2024-03-21,People believe Modi is transforming India’s global image.,3126,849
2024-03-11,Modi delivered an inspiring speech about India's growth and unity.,4666,680
2024-03-02,Opposition questions Modi’s silence on key social matters.,2409,399
2024-03-15,Media covered Modi’s new policy announcement.,1669,421
2024-03-21,Modi faces backlash over recent economic policies.,4415,420
2024-03-27,People believe Modi is transforming India’s global image.,3746,223
2024-03-06,Discussions about Modi continue across the nation.,1968,819
2024-03-01,Modi criticized for slow progress in rural development.,816,425
2024-03-29,Protests continue as people demand changes from Modi.,3473,94
2024-03-07,Opposition questions Modi’s silence on key social matters.,4533,488
2024-03-13,Modi criticized for slow progress in rural development.,4197,695
2024-03-30,Modi delivered an inspiring speech about India's growth and unity.,235,93
2024-03-20,Modi met with industry leaders to discuss growth.,2338,366
2024-03-29,Social media debates continue over Modi’s strategies.,3005,885
2024-03-19,Critics say Modi is not addressing unemployment issues properly.,725,648
2024-03-02,Modi delivered an inspiring speech about India's growth and unity.,4134,607
2024-03-03,Citizens praise Modi for strong leadership and vision.,1486,331
2024-03-03,People believe Modi is transforming India’s global image.,2863,118
2024-03-25,Modi attended a public event today in Delhi.,1089,355
2024-03-06,Modi met with industry leaders to discuss growth.,982,487
2024-03-01,People believe Modi is transforming India’s global image.,2815,99
2024-03-26,Citizens praise Modi for strong leadership and vision.,704,596
2024-03-20,Modi faces backlash over recent economic policies.,2040,283
2024-03-28,People believe Modi is transforming India’s global image.,4423,435
2024-03-19,Modi talks about making India self-reliant and people are hopeful.,4637,137
2024-03-09,Social media debates continue over Modi’s strategies.,1102,552
2024-03-04,Modi delivered an inspiring speech about India's growth and unity.,3536,853
2024-03-12,Social media debates continue over Modi’s strategies.,4219,573
2024-03-07,Modi delivered an inspiring speech about India's growth and unity.,2182,151
2024-03-07,Opposition questions Modi’s silence on key social matters.,3846,213
2024-03-02,Modi criticized for slow progress in rural development.,4733,624
2024-03-04,Critics say Modi is not addressing unemployment issues properly.,1440,139
2024-03-16,Modi criticized for slow progress in rural development.,1881,740
2024-03-07,Media covered Modi’s new policy announcement.,3625,942
2024-03-27,Modi attended a public event today in Delhi.,153,272
2024-03-09,Modi delivered an inspiring speech about India's growth and unity.,2593,653
2024-03-04,Modi met with industry leaders to discuss growth.,3449,548
2024-03-30,Critics say Modi is not addressing unemployment issues properly.,4546,995
2024-03-17,Discussions about Modi continue across the nation.,1819,13
2024-03-23,Modi talks about making India self-reliant and people are hopeful.,704,515
2024-03-12,Modi delivered an inspiring speech about India's growth and unity.,1545,777
2024-03-02,Modi met with industry leaders to discuss growth.,4828,474
2024-03-21,Modi talks about making India self-reliant and people are hopeful.,4028,205
2024-03-12,People believe Modi is transforming India’s global image.,409,987
2024-03-04,Social media debates continue over Modi’s strategies.,1404,109
2024-03-05,Media covered Modi’s new policy announcement.,3077,156
2024-03-05,Opposition questions Modi’s silence on key social matters.,4639,375
2024-03-18,Critics say Modi is not addressing unemployment issues properly.,290,637
2024-03-25,Media covered Modi’s new policy announcement.,4630,105
2024-03-31,Discussions about Modi continue across the nation.,3294,547
2024-03-21,Modi met with industry leaders to discuss growth.,2694,831
2024-03-01,Social media debates continue over Modi’s strategies.,198,354
2024-03-22,Media covered Modi’s new policy announcement.,3315,439
2024-03-26,Modi’s rally drew massive crowds showing huge support.,1733,428
2024-03-30,Modi’s rally drew massive crowds showing huge support.,476,614
2024-03-02,Social media debates continue over Modi’s strategies.,978,118
2024-03-14,Citizens praise Modi for strong leadership and vision.,3237,738
2024-03-24,Citizens praise Modi for strong leadership and vision.,968,107
2024-03-02,Citizens praise Modi for strong leadership and vision.,2143,126
2024-03-08,People believe Modi is transforming India’s global image.,3243,890
2024-03-18,Modi met with industry leaders to discuss growth.,499,134
2024-03-16,Citizens praise Modi for strong leadership and vision.,4910,542
2024-03-04,Critics say Modi is not addressing unemployment issues properly.,771,392
2024-03-14,Protests continue as people demand changes from Modi.,1153,372
2024-03-29,Modi’s rally drew massive crowds showing huge support.,2263,881
2024-03-17,Social media debates continue over Modi’s strategies.,941,984
2024-03-01,Opposition questions Modi’s silence on key social matters.,1322,418
2024-03-02,Modi delivered an inspiring speech about India's growth and unity.,1419,534
2024-03-29,People believe Modi is transforming India’s global image.,176,948
2024-03-24,Citizens praise Modi for strong leadership and vision.,4477,503
2024-03-22,People believe Modi is transforming India’s global image.,1961,520
2024-03-16,Modi met with industry leaders to discuss growth.,2580,879
2024-03-25,Modi met with industry leaders to discuss growth.,4230,890
2024-03-19,Modi’s rally drew massive crowds showing huge support.,3215,14
2024-03-02,Social media debates continue over Modi’s strategies.,42,289
2024-03-05,Media covered Modi’s new policy announcement.,4713,384
2024-03-23,Discussions about Modi continue across the nation.,2021,927
2024-03-20,Social media debates continue over Modi’s strategies.,430,661
2024-03-12,Modi talks about making India self-reliant and people are hopeful.,4501,837
2024-03-18,Modi faces backlash over recent economic policies.,1648,101
2024-03-22,Critics say Modi is not addressing unemployment issues properly.,80,809
2024-03-25,Modi’s rally drew massive crowds showing huge support.,3010,547
2024-03-08,Citizens praise Modi for strong leadership and vision.,1433,380
2024-03-15,Social media debates continue over Modi’s strategies.,1044,315
2024-03-21,Modi talks about making India self-reliant and people are hopeful.,2425,391
2024-03-24,Modi met with industry leaders to discuss growth.,2475,540
2024-03-26,Social media debates continue over Modi’s strategies.,3431,910
2024-03-01,Modi’s rally drew massive crowds showing huge support.,1211,640
2024-03-08,Modi delivered an inspiring speech about India's growth and unity.,651,918
2024-03-03,Modi faces backlash over recent economic policies.,2166,5
2024-03-27,Citizens praise Modi for strong leadership and vision.,3409,327
2024-03-09,Modi faces backlash over recent economic policies.,3669,632
2024-03-01,Modi faces backlash over recent economic policies.,3763,796
2024-03-22,Modi delivered an inspiring speech about India's growth and unity.,1850,321
2024-03-14,Protests continue as people demand changes from Modi.,3011,646
2024-03-03,Protests continue as people demand changes from Modi.,1256,164
2024-03-05,Modi’s rally drew massive crowds showing huge support.,3681,935
2024-03-24,Modi’s rally drew massive crowds showing huge support.,4831,585
2024-03-29,Media covered Modi’s new policy announcement.,1742,878
