created_at,tweet,likes,retweet_count
2024-03-24,Media covered Modi’s new policy announcement.,3661,952
2024-03-03,Citizens praise Modi for strong leadership and vision.,176,586
2024-03-21,People believe Modi is transforming India’s global image.,1811,642
2024-03-09,Modi talks about making India self-reliant and people are hopeful.,4447,871
2024-03-10,Modi’s rally drew massive crowds showing huge support.,862,268
2024-03-29,Modi faces backlash over recent economic policies.,2063,524
2024-03-03,People believe Modi is transforming India’s global image.,2534,1000
2024-03-07,Social media debates continue over Modi’s strategies.,4283,608
2024-03-04,People believe Modi is transforming India’s global image.,98,145
2024-03-28,Modi delivered an inspiring speech about India's growth and unity.,4356,67
2024-03-26,Media covered Modi’s new policy announcement.,4377,600
2024-03-24,Modi met with industry leaders to discuss growth.,296,40
2024-03-14,Modi attended a public event today in Delhi.,777,74
2024-03-26,Media covered Modi’s new policy announcement.,4145,262
2024-03-12,Modi delivered an inspiring speech about India's growth and unity.,1591,900
2024-03-11,Protests continue as people demand changes from Modi.,2920,421
2024-03-19,Modi faces backlash over recent economic policies.,382,38
2024-03-27,Citizens praise Modi for strong leadership and vision.,550,171
2024-03-24,Modi’s rally drew massive crowds showing huge support.,1860,825
2024-03-06,Modi’s rally drew massive crowds showing huge support.,3507,233
2024-03-20,Media covered Modi’s new policy announcement.,3208,317
2024-03-13,Media covered Modi’s new policy announcement.,404,418
2024-03-25,Media covered Modi’s new policy announcement.,4941,46
2024-03-13,Citizens praise Modi for strong leadership and vision.,3171,450
2024-03-28,Modi faces backlash over recent economic policies.,3468,719
2024-03-19,Modi attended a public event today in Delhi.,2815,726
2024-03-12,Protests continue as people demand changes from Modi.,2549,961
2024-03-04,Citizens praise Modi for strong leadership and vision.,1769,190
2024-03-21,Modi met with industry leaders to discuss growth.,4604,81
2024-03-14,Modi attended a public event today in Delhi.,4019,261
2024-03-09,Modi talks about making India self-reliant and people are hopeful.,754,569
2024-03-19,People believe Modi is transforming India’s global image.,623,130
2024-03-10,Modi talks about making India self-reliant and people are hopeful.,1773,135
2024-03-10,Opposition questions Modi’s silence on key social matters.,2211,937
2024-03-29,Critics say Modi is not addressing unemployment issues properly.,4064,547
2024-03-10,Modi criticized for slow progress in rural development.,232,690
2024-03-08,Opposition questions Modi’s silence on key social matters.,360,27
2024-03-17,Modi talks about making India self-reliant and people are hopeful.,3277,816
2024-03-17,Social media debates continue over Modi’s strategies.,473,839
2024-03-20,Modi talks about making India self-reliant and people are hopeful.,4200,21
2024-03-03,People believe Modi is transforming India’s global image.,194,854
2024-03-27,Modi talks about making India self-reliant and people are hopeful.,976,524
2024-03-01,Discussions about Modi continue across the nation.,4788,675
2024-03-14,Citizens praise Modi for strong leadership and vision.,3996,698
2024-03-13,Modi met with industry leaders to discuss growth.,1818,343
2024-03-21,Opposition questions Modi’s silence on key social matters.,4299,171
2024-03-22,Modi met with industry leaders to discuss growth.,3803,65
2024-03-08,Citizens praise Modi for strong leadership and vision.,2628,206
2024-03-31,Discussions about Modi continue across the nation.,1014,908
2024-03-30,Modi delivered an inspiring speech about India's growth and unity.,405,663
2024-03-22,Modi criticized for slow progress in rural development.,1222,590
2024-03-19,Social media debates continue over Modi’s strategies.,3510,29
2024-03-14,Critics say Modi is not addressing unemployment issues properly.,1379,624
2024-03-21,Media covered Modi’s new policy announcement.,2451,773
2024-03-19,Modi met with industry leaders to discuss growth.,146,157
2024-03-01,Modi attended a public event today in Delhi.,4502,835
2024-03-16,Discussions about Modi continue across the nation.,196,575
2024-03-18,People believe Modi is transforming India’s global image.,4316,205
2024-03-03,Modi faces backlash over recent economic policies.,2214,601
2024-03-08,Critics say Modi is not addressing unemployment issues properly.,3835,202
2024-03-13,Citizens praise Modi for strong leadership and vision.,4527,300
2024-03-24,Protests continue as people demand changes from Modi.,914,817
2024-03-30,Protests continue as people demand changes from Modi.,4845,728
2024-03-10,Modi delivered an inspiring speech about India's growth and unity.,2621,227
2024-03-24,Protests continue as people demand changes from Modi.,1917,694
2024-03-28,Modi met with industry leaders to discuss growth.,4230,959
2024-03-25,Media covered Modi’s new policy announcement.,1659,628
2024-03-16,Modi talks about making India self-reliant and people are hopeful.,29,516
2024-03-02,Critics say Modi is not addressing unemployment issues properly.,3731,583
2024-03-21,Citizens praise Modi for strong leadership and vision.,2741,584
2024-03-27,Modi’s rally drew massive crowds showing huge support.,1732,609
2024-03-23,Discussions about Modi continue across the nation.,4475,195
2024-03-03,Modi met with industry leaders to discuss growth.,569,563
2024-03-11,People believe Modi is transforming India’s global image.,1328,222
2024-03-02,Modi attended a public event today in Delhi.,854,380
2024-03-01,Citizens praise Modi for strong leadership and vision.,3170,532
2024-03-28,Modi criticized for slow progress in rural development.,508,695
2024-03-10,Modi faces backlash over recent economic policies.,4289,789
2024-03-20,Modi delivered an inspiring speech about India's growth and unity.,4387,372
2024-03-17,Modi talks about making India self-reliant and people are hopeful.,2984,243
2024-03-04,Modi’s rally drew massive crowds showing huge support.,4023,657
2024-03-07,Modi delivered an inspiring speech about India's growth and unity.,3833,296
2024-03-14,People believe Modi is transforming India’s global image.,1646,775
2024-03-23,Media covered Modi’s new policy announcement.,3205,775
2024-03-20,Critics say Modi is not addressing unemployment issues properly.,3664,523
2024-03-28,Social media debates continue over Modi’s strategies.,3420,203
2024-03-11,Modi met with industry leaders to discuss growth.,1397,847
2024-03-29,Citizens praise Modi for strong leadership and vision.,4693,204
2024-03-09,Modi criticized for slow progress in rural development.,57,946
2024-03-20,Modi delivered an inspiring speech about India's growth and unity.,2304,666
2024-03-14,People believe Modi is transforming India’s global image.,1883,183
2024-03-05,Modi attended a public event today in Delhi.,1173,481
2024-03-10,Modi faces backlash over recent economic policies.,4549,867
2024-03-13,Modi met with industry leaders to discuss growth.,4183,217
2024-03-04,Modi talks about making India self-reliant and people are hopeful.,611,302
2024-03-02,Critics say Modi is not addressing unemployment issues properly.,2320,39
2024-03-09,Modi met with industry leaders to discuss growth.,2188,214
2024-03-10,Modi’s rally drew massive crowds showing huge support.,4224,732
2024-03-18,Media covered Modi’s new policy announcement.,2033,972
2024-03-14,Modi met with industry leaders to discuss growth.,245,97
2024-03-01,Citizens praise Modi for strong leadership and vision.,1141,721
2024-03-29,Media covered Modi’s new policy announcement.,340,728
2024-03-20,Modi’s rally drew massive crowds showing huge support.,2373,796
2024-03-10,Modi faces backlash over recent economic policies.,1788,45
2024-03-25,Modi talks about making India self-reliant and people are hopeful.,3825,67
2024-03-28,Modi delivered an inspiring speech about India's growth and unity.,1386,112
2024-03-19,Modi criticized for slow progress in rural development.,3020,131
2024-03-04,Modi’s rally drew massive crowds showing huge support.,996,295
2024-03-22,People believe Modi is transforming India’s global image.,882,247
2024-03-25,Discussions about Modi continue across the nation.,253,392
2024-03-05,Social media debates continue over Modi’s strategies.,2800,552
2024-03-18,Media covered Modi’s new policy announcement.,4252,739
2024-03-26,Modi met with industry leaders to discuss growth.,870,958
2024-03-20,Modi talks about making India self-reliant and people are hopeful.,3522,738
2024-03-27,Social media debates continue over Modi’s strategies.,578,742
2024-03-03,Modi’s rally drew massive crowds showing huge support.,3558,405
2024-03-30,Modi delivered an inspiring speech about India's growth and unity.,894,167
2024-03-13,Discussions about Modi continue across the nation.,4401,544
2024-03-03,Modi attended a public event today in Delhi.,2261,774
2024-03-30,Modi faces backlash over recent economic policies.,1413,102
2024-03-03,Modi talks about making India self-reliant and people are hopeful.,3134,13
2024-03-12,Social media debates continue over Modi’s strategies.,4018,378
2024-03-15,People believe Modi is transforming India’s global image.,1761,147
2024-03-24,Modi faces backlash over recent economic policies.,3415,488
2024-03-26,Modi’s rally drew massive crowds showing huge support.,4844,288
2024-03-21,Citizens praise Modi for strong leadership and vision.,1196,627
2024-03-15,Opposition questions Modi’s silence on key social matters.,4276,343
2024-03-31,Opposition questions Modi’s silence on key social matters.,2993,532
2024-03-27,Modi’s rally drew massive crowds showing huge support.,469,725
2024-03-20,Citizens praise Modi for strong leadership and vision.,4083,535
2024-03-11,Social media debates continue over Modi’s strategies.,3954,775
2024-03-15,Discussions about Modi continue across the nation.,3367,864
2024-03-09,Modi criticized for slow progress in rural development.,3695,70
2024-03-11,Media covered Modi’s new policy announcement.,905,425
2024-03-24,Opposition questions Modi’s silence on key social matters.,1380,79
2024-03-31,Opposition questions Modi’s silence on key social matters.,3830,920
2024-03-27,People believe Modi is transforming India’s global image.,4242,988
2024-03-08,Social media debates continue over Modi’s strategies.,4400,331
2024-03-09,Modi faces backlash over recent economic policies.,3591,123
2024-03-20,Opposition questions Modi’s silence on key social matters.,1585,682
2024-03-08,Social media debates continue over Modi’s strategies.,1741,917
2024-03-08,People believe Modi is transforming India’s global image.,230,647
2024-03-27,Opposition questions Modi’s silence on key social matters.,1187,851
2024-03-24,Modi delivered an inspiring speech about India's growth and unity.,4542,227
2024-03-07,Media covered Modi’s new policy announcement.,1856,960
2024-03-06,Protests continue as people demand changes from Modi.,2904,994
2024-03-01,Modi’s rally drew massive crowds showing huge support.,1449,578
2024-03-25,Opposition questions Modi’s silence on key social matters.,4421,570
2024-03-18,People believe Modi is transforming India’s global image.,1626,844
2024-03-05,Modi’s rally drew massive crowds showing huge support.,2240,124
2024-03-19,Modi attended a public event today in Delhi.,1618,265
2024-03-04,Citizens praise Modi for strong leadership and vision.,3047,887
2024-03-21,Citizens praise Modi for strong leadership and vision.,3817,991
2024-03-23,Modi met with industry leaders to discuss growth.,1184,439
2024-03-13,Opposition questions Modi’s silence on key social matters.,1407,993
2024-03-30,Opposition questions Modi’s silence on key social matters.,92,979
2024-03-27,Discussions about Modi continue across the nation.,2457,195
2024-03-24,Modi talks about making India self-reliant and people are hopeful.,4154,763
2024-03-25,Critics say Modi is not addressing unemployment issues properly.,3981,548
2024-03-02,Modi’s rally drew massive crowds showing huge support.,3446,752
2024-03-12,Modi attended a public event today in Delhi.,691,336
2024-03-01,Modi criticized for slow progress in rural development.,1012,821
2024-03-29,Modi criticized for slow progress in rural development.,2554,40
2024-03-28,Social media debates continue over Modi’s strategies.,4883,785
2024-03-19,Modi criticized for slow progress in rural development.,4408,483
2024-03-18,Modi attended a public event today in Delhi.,149,990
2024-03-19,People believe Modi is transforming India’s global image.,2274,388
2024-03-23,Citizens praise Modi for strong leadership and vision.,3952,97
2024-03-10,Media covered Modi’s new policy announcement.,3280,219
2024-03-29,Social media debates continue over Modi’s strategies.,717,584
2024-03-27,Critics say Modi is not addressing unemployment issues properly.,3429,212
2024-03-30,Modi talks about making India self-reliant and people are hopeful.,2242,938
2024-03-11,Modi delivered an inspiring speech about India's growth and unity.,1944,391
2024-03-24,People believe Modi is transforming India’s global image.,621,822
2024-03-21,Opposition questions Modi’s silence on key social matters.,504,647
2024-03-26,People believe Modi is transforming India’s global image.,4592,1000
2024-03-23,Modi met with industry leaders to discuss growth.,1492,632
2024-03-15,Social media debates continue over Modi’s strategies.,3952,19
2024-03-14,Modi met with industry leaders to discuss growth.,3065,89
2024-03-18,Modi met with industry leaders to discuss growth.,1209,769
2024-03-28,Protests continue as people demand changes from Modi.,1865,252
2024-03-24,Modi delivered an inspiring speech about India's growth and unity.,1168,520
2024-03-24,Modi delivered an inspiring speech about India's growth and unity.,2985,387
2024-03-23,People believe Modi is transforming India’s global image.,24,470
2024-03-17,Critics say Modi is not addressing unemployment issues properly.,500,693
2024-03-11,Social media debates continue over Modi’s strategies.,4947,886
2024-03-07,Modi delivered an inspiring speech about India's growth and unity.,2262,106
2024-03-02,Protests continue as people demand changes from Modi.,2035,538
2024-03-29,People believe Modi is transforming India’s global image.,1794,127
2024-03-02,Modi talks about making India self-reliant and people are hopeful.,2174,315
2024-03-04,Protests continue as people demand changes from Modi.,2655,500
2024-03-12,Social media debates continue over Modi’s strategies.,473,312
2024-03-15,Modi delivered an inspiring speech about India's growth and unity.,1484,695
2024-03-16,Modi talks about making India self-reliant and people are hopeful.,819,970
2024-03-15,Critics say Modi is not addressing unemployment issues properly.,3728,386
2024-03-19,Citizens praise Modi for strong leadership and vision.,1226,350
2024-03-15,Critics say Modi is not addressing unemployment issues properly.,3974,130
2024-03-24,Media covered Modi’s new policy announcement.,2903,949
2024-03-24,Modi delivered an inspiring speech about India's growth and unity.,3739,17
2024-03-17,Discussions about Modi continue across the nation.,4144,241
2024-03-22,People believe Modi is transforming India’s global image.,4909,758
2024-03-21,Modi faces backlash over recent economic policies.,1566,923
2024-03-26,Protests continue as people demand changes from Modi.,920,320
2024-03-31,Modi talks about making India self-reliant and people are hopeful.,493,593
2024-03-11,Critics say Modi is not addressing unemployment issues properly.,3074,868
2024-03-27,Modi delivered an inspiring speech about India's growth and unity.,2217,755
2024-03-03,Modi delivered an inspiring speech about India's growth and unity.,2923,175
2024-03-25,Modi criticized for slow progress in rural development.,576,777
2024-03-29,Modi met with industry leaders to discuss growth.,2352,106
2024-03-15,Modi criticized for slow progress in rural development.,4480,112
2024-03-09,Modi faces backlash over recent economic policies.,331,485
2024-03-12,Modi talks about making India self-reliant and people are hopeful.,4014,77
2024-03-18,People believe Modi is transforming India’s global image.,3332,243
2024-03-03,Critics say Modi is not addressing unemployment issues properly.,4190,248
2024-03-26,Citizens praise Modi for strong leadership and vision.,2986,696
2024-03-04,Modi talks about making India self-reliant and people are hopeful.,749,27
2024-03-12,Modi met with industry leaders to discuss growth.,3201,988
2024-03-23,Critics say Modi is not addressing unemployment issues properly.,3359,160
2024-03-21,Opposition questions Modi’s silence on key social matters.,1662,855
2024-03-25,Modi met with industry leaders to discuss growth.,2783,56
2024-03-28,People believe Modi is transforming India’s global image.,2075,565
2024-03-18,Modi faces backlash over recent economic policies.,2115,291
2024-03-11,Opposition questions Modi’s silence on key social matters.,2724,507
2024-03-29,Modi criticized for slow progress in rural development.,2280,321
2024-03-01,Discussions about Modi continue across the nation.,4354,862
2024-03-12,Citizens praise Modi for strong leadership and vision.,1809,654
2024-03-24,Modi talks about making India self-reliant and people are hopeful.,2172,754
2024-03-15,People believe Modi is transforming India’s global image.,258,773
2024-03-30,Modi criticized for slow progress in rural development.,1382,909
2024-03-06,Modi’s rally drew massive crowds showing huge support.,4012,914
2024-03-30,Modi faces backlash over recent economic policies.,4979,419
2024-03-29,Discussions about Modi continue across the nation.,2033,241
2024-03-30,Citizens praise Modi for strong leadership and vision.,3900,473
2024-03-24,Modi faces backlash over recent economic policies.,45,846
2024-03-27,Social media debates continue over Modi’s strategies.,3304,957
2024-03-28,Modi talks about making India self-reliant and people are hopeful.,2631,727
2024-03-31,Modi talks about making India self-reliant and people are hopeful.,4458,745
2024-03-01,Modi talks about making India self-reliant and people are hopeful.,2095,868
2024-03-11,Citizens praise Modi for strong leadership and vision.,2202,428
2024-03-29,Critics say Modi is not addressing unemployment issues properly.,863,530
2024-03-22,People believe Modi is transforming India’s global image.,1499,723
2024-03-15,People believe Modi is transforming India’s global image.,4397,617
2024-03-11,Modi delivered an inspiring speech about India's growth and unity.,2317,441
2024-03-28,Modi delivered an inspiring speech about India's growth and unity.,258,921
2024-03-23,Citizens praise Modi for strong leadership and vision.,519,53
2024-03-15,Modi met with industry leaders to discuss growth.,4051,211
2024-03-15,People believe Modi is transforming India’s global image.,880,706
2024-03-08,Modi attended a public event today in Delhi.,3269,797
2024-03-23,Protests continue as people demand changes from Modi.,4302,802
2024-03-09,Modi delivered an inspiring speech about India's growth and unity.,2968,863
2024-03-25,Social media debates continue over Modi’s strategies.,4303,801
2024-03-08,Media covered Modi’s new policy announcement.,1933,851
2024-03-13,Modi met with industry leaders to discuss growth.,1889,901
2024-03-15,Modi talks about making India self-reliant and people are hopeful.,2333,49
2024-03-31,Modi criticized for slow progress in rural development.,143,51
2024-03-20,Citizens praise Modi for strong leadership and vision.,913,765
2024-03-27,Modi delivered an inspiring speech about India's growth and unity.,1660,301
2024-03-01,Social media debates continue over Modi’s strategies.,489,183
2024-03-21,Citizens praise Modi for strong leadership and vision.,2993,596
2024-03-28,Modi’s rally drew massive crowds showing huge support.,796,879
2024-03-09,Modi criticized for slow progress in rural development.,2080,841
2024-03-24,Modi met with industry leaders to discuss growth.,1816,592
2024-03-16,Protests continue as people demand changes from Modi.,3071,241
2024-03-20,Discussions about Modi continue across the nation.,2058,201
2024-03-08,Modi criticized for slow progress in rural development.,1405,914
2024-03-07,Modi’s rally drew massive crowds showing huge support.,2176,228
2024-03-24,Discussions about Modi continue across the nation.,3780,626
2024-03-23,Media covered Modi’s new policy announcement.,3449,788
2024-03-27,Modi talks about making India self-reliant and people are hopeful.,604,679
2024-03-04,Discussions about Modi continue across the nation.,4116,59
2024-03-08,Citizens praise Modi for strong leadership and vision.,2439,898
2024-03-19,Media covered Modi’s new policy announcement.,2328,527
2024-03-21,People believe Modi is transforming India’s global image.,4001,62
2024-03-10,Social media debates continue over Modi’s strategies.,1236,54
2024-03-08,Opposition questions Modi’s silence on key social matters.,392,984
2024-03-15,Citizens praise Modi for strong leadership and vision.,2999,757
2024-03-31,Modi criticized for slow progress in rural development.,2221,637
2024-03-06,Modi’s rally drew massive crowds showing huge support.,2339,628
2024-03-22,Modi’s rally drew massive crowds showing huge support.,2809,599
2024-03-13,Citizens praise Modi for strong leadership and vision.,4983,493
2024-03-31,Discussions about Modi continue across the nation.,2423,385
2024-03-03,Critics say Modi is not addressing unemployment issues properly.,712,368
2024-03-26,Modi talks about making India self-reliant and people are hopeful.,1672,114
2024-03-07,Critics say Modi is not addressing unemployment issues properly.,2732,751
2024-03-24,Modi met with industry leaders to discuss growth.,2446,25
2024-03-28,Modi’s rally drew massive crowds showing huge support.,1494,624
2024-03-16,Modi talks about making India self-reliant and people are hopeful.,3366,144
2024-03-07,Modi delivered an inspiring speech about India's growth and unity.,2418,403
2024-03-18,Modi met with industry leaders to discuss growth.,3691,851
2024-03-05,Modi’s rally drew massive crowds showing huge support.,3398,295
2024-03-01,Social media debates continue over Modi’s strategies.,178,921
2024-03-31,Modi criticized for slow progress in rural development.,442,452
2024-03-14,Critics say Modi is not addressing unemployment issues properly.,3208,412
2024-03-23,People believe Modi is transforming India’s global image.,3190,786
2024-03-16,Modi talks about making India self-reliant and people are hopeful.,4433,72
2024-03-27,Citizens praise Modi for strong leadership and vision.,157,53
2024-03-08,Media covered Modi’s new policy announcement.,3189,261
2024-03-13,Protests continue as people demand changes from Modi.,1009,985
2024-03-01,Modi’s rally drew massive crowds showing huge support.,4760,230
2024-03-18,Modi talks about making India self-reliant and people are hopeful.,4105,438
2024-03-25,Modi’s rally drew massive crowds showing huge support.,3235,28
2024-03-02,Modi talks about making India self-reliant and people are hopeful.,2490,267
2024-03-22,Opposition questions Modi’s silence on key social matters.,4593,587
2024-03-25,Modi delivered an inspiring speech about India's growth and unity.,3310,537
2024-03-18,Modi delivered an inspiring speech about India's growth and unity.,2295,122
2024-03-06,Modi met with industry leaders to discuss growth.,4632,267
2024-03-17,People believe Modi is transforming India’s global image.,1499,781
2024-03-05,Protests continue as people demand changes from Modi.,2796,349
2024-03-11,Critics say Modi is not addressing unemployment issues properly.,872,225
2024-03-12,People believe Modi is transforming India’s global image.,4433,427
2024-03-22,Modi delivered an inspiring speech about India's growth and unity.,3170,598
2024-03-23,Modi talks about making India self-reliant and people are hopeful.,2777,568
2024-03-24,Social media debates continue over Modi’s strategies.,474,554
2024-03-20,Opposition questions Modi’s silence on key social matters.,3629,374
2024-03-17,Modi met with industry leaders to discuss growth.,4439,777
2024-03-22,Modi delivered an inspiring speech about India's growth and unity.,3789,776
2024-03-25,People believe Modi is transforming India’s global image.,2887,714
2024-03-19,Modi faces backlash over recent economic policies.,4725,457
2024-03-28,Modi criticized for slow progress in rural development.,4893,871
2024-03-09,Modi talks about making India self-reliant and people are hopeful.,3506,753
2024-03-25,Modi’s rally drew massive crowds showing huge support.,2948,182
2024-03-29,Modi delivered an inspiring speech about India's growth and unity.,4105,463
2024-03-02,Opposition questions Modi’s silence on key social matters.,642,559
2024-03-01,Media covered Modi’s new policy announcement.,3168,244
2024-03-24,Social media debates continue over Modi’s strategies.,1107,470
2024-03-19,Modi talks about making India self-reliant and people are hopeful.,1871,924
2024-03-25,Citizens praise Modi for strong leadership and vision.,3672,85
2024-03-30,Citizens praise Modi for strong leadership and vision.,278,109
2024-03-21,Modi criticized for slow progress in rural development.,4442,187
2024-03-21,Modi delivered an inspiring speech about India's growth and unity.,307,210
2024-03-17,Modi delivered an inspiring speech about India's growth and unity.,875,318
2024-03-21,Discussions about Modi continue across the nation.,4094,621
2024-03-23,Modi delivered an inspiring speech about India's growth and unity.,4391,515
2024-03-30,Modi delivered an inspiring speech about India's growth and unity.,1299,916
2024-03-19,Modi delivered an inspiring speech about India's growth and unity.,1408,946
2024-03-28,Opposition questions Modi’s silence on key social matters.,3084,160
2024-03-10,Social media debates continue over Modi’s strategies.,2986,721
2024-03-02,Modi delivered an inspiring speech about India's growth and unity.,1736,97
2024-03-29,Modi delivered an inspiring speech about India's growth and unity.,1860,646
2024-03-11,Modi talks about making India self-reliant and people are hopeful.,1746,261
2024-03-03,Modi criticized for slow progress in rural development.,4557,357
2024-03-09,Opposition questions Modi’s silence on key social matters.,73,854
2024-03-25,Discussions about Modi continue across the nation.,2921,875
2024-03-09,Modi met with industry leaders to discuss growth.,3567,516
2024-03-04,Discussions about Modi continue across the nation.,1432,948
2024-03-23,Modi met with industry leaders to discuss growth.,3601,379
2024-03-09,Protests continue as people demand changes from Modi.,3468,226
2024-03-07,Media covered Modi’s new policy announcement.,2107,370
2024-03-21,People believe Modi is transforming India’s global image.,289,41
2024-03-22,People believe Modi is transforming India’s global image.,3169,426
2024-03-28,Modi talks about making India self-reliant and people are hopeful.,1192,311
2024-03-05,Citizens praise Modi for strong leadership and vision.,142,270
2024-03-13,Discussions about Modi continue across the nation.,3477,699
2024-03-02,People believe Modi is transforming India’s global image.,1082,94
2024-03-17,Protests continue as people demand changes from Modi.,563,397
2024-03-15,Opposition questions Modi’s silence on key social matters.,2407,266
2024-03-29,Modi talks about making India self-reliant and people are hopeful.,1828,305
2024-03-01,Modi criticized for slow progress in rural development.,2041,284
2024-03-29,Protests continue as people demand changes from Modi.,1997,781
2024-03-24,Modi attended a public event today in Delhi.,4688,671
2024-03-17,Modi talks about making India self-reliant and people are hopeful.,4861,857
2024-03-28,Modi met with industry leaders to discuss growth.,268,59
2024-03-11,Modi criticized for slow progress in rural development.,3937,95
2024-03-31,Modi talks about making India self-reliant and people are hopeful.,2234,203
2024-03-11,Modi’s rally drew massive crowds showing huge support.,1269,496
2024-03-28,Modi delivered an inspiring speech about India's growth and unity.,2971,532
2024-03-22,Modi talks about making India self-reliant and people are hopeful.,167,389
2024-03-30,Opposition questions Modi’s silence on key social matters.,54,516
2024-03-20,Media covered Modi’s new policy announcement.,4276,984
2024-03-02,Modi attended a public event today in Delhi.,893,916
2024-03-24,Media covered Modi’s new policy announcement.,4903,590
2024-03-12,Modi attended a public event today in Delhi.,4153,162
2024-03-05,Protests continue as people demand changes from Modi.,1172,156
2024-03-27,Opposition questions Modi’s silence on key social matters.,1586,549
2024-03-27,Modi’s rally drew massive crowds showing huge support.,1129,560
2024-03-06,Modi delivered an inspiring speech about India's growth and unity.,1208,222
2024-03-03,Citizens praise Modi for strong leadership and vision.,1162,88
2024-03-02,Modi talks about making India self-reliant and people are hopeful.,4119,879
2024-03-02,Modi delivered an inspiring speech about India's growth and unity.,3577,267
2024-03-10,Modi talks about making India self-reliant and people are hopeful.,3118,774
2024-03-27,Modi delivered an inspiring speech about India's growth and unity.,2595,78
2024-03-05,Critics say Modi is not addressing unemployment issues properly.,862,579
2024-03-02,Modi delivered an inspiring speech about India's growth and unity.,3752,769
2024-03-31,Critics say Modi is not addressing unemployment issues properly.,832,63
2024-03-09,Protests continue as people demand changes from Modi.,2324,796
2024-03-13,Modi criticized for slow progress in rural development.,1071,765
2024-03-04,Citizens praise Modi for strong leadership and vision.,3394,924
2024-03-18,People believe Modi is transforming India’s global image.,566,121
2024-03-09,Discussions about Modi continue across the nation.,1522,617
2024-03-12,Citizens praise Modi for strong leadership and vision.,3585,811
2024-03-24,Media covered Modi’s new policy announcement.,575,554
2024-03-29,Opposition questions Modi’s silence on key social matters.,3939,763
2024-03-24,Social media debates continue over Modi’s strategies.,2728,343
2024-03-02,Modi talks about making India self-reliant and people are hopeful.,976,204
2024-03-04,Modi faces backlash over recent economic policies.,3106,912
2024-03-27,Modi criticized for slow progress in rural development.,4414,785
