created_at,tweet,likes,retweet_count
2024-03-01,Social media debates continue over Modi’s strategies.,1936,449
2024-03-05,People believe Modi is transforming India’s global image.,4259,382
2024-03-28,Media covered Modi’s new policy announcement.,4284,850
2024-03-25,People believe Modi is transforming India’s global image.,4843,94
2024-03-14,Modi faces backlash over recent economic policies.,4582,551
2024-03-07,Modi faces backlash over recent economic policies.,732,798
2024-03-30,Modi attended a public event today in Delhi.,3709,946
2024-03-11,Protests continue as people demand changes from Modi.,1515,784
2024-03-12,Modi delivered an inspiring speech about India's growth and unity.,708,870
2024-03-07,Modi talks about making India self-reliant and people are hopeful.,703,250
2024-03-21,Modi talks about making India self-reliant and people are hopeful.,3458,809
2024-03-04,Opposition questions Modi’s silence on key social matters.,1424,15
2024-03-07,Critics say Modi is not addressing unemployment issues properly.,4526,36
2024-03-27,Modi’s rally drew massive crowds showing huge support.,1288,801
2024-03-20,Modi delivered an inspiring speech about India's growth and unity.,2264,28
2024-03-20,Critics say Modi is not addressing unemployment issues properly.,2959,772
2024-03-12,Modi’s rally drew massive crowds showing huge support.,1741,721
2024-03-28,Protests continue as people demand changes from Modi.,3660,515
2024-03-07,Opposition questions Modi’s silence on key social matters.,3270,847
2024-03-02,Modi met with industry leaders to discuss growth.,4760,894
2024-03-06,Modi faces backlash over recent economic policies.,2874,622
2024-03-27,Discussions about Modi continue across the nation.,4903,976
2024-03-18,Citizens praise Modi for strong leadership and vision.,924,174
2024-03-13,Modi faces backlash over recent economic policies.,890,417
2024-03-31,Media covered Modi’s new policy announcement.,3465,401
2024-03-16,Citizens praise Modi for strong leadership and vision.,2866,757
2024-03-16,Modi’s rally drew massive crowds showing huge support.,4629,301
2024-03-04,Modi attended a public event today in Delhi.,4210,334
2024-03-06,Social media debates continue over Modi’s strategies.,1867,224
2024-03-12,Modi’s rally drew massive crowds showing huge support.,603,494
2024-03-10,Modi talks about making India self-reliant and people are hopeful.,1353,18
2024-03-29,Modi talks about making India self-reliant and people are hopeful.,837,60
2024-03-19,Modi delivered an inspiring speech about India's growth and unity.,147,838
2024-03-21,Media covered Modi’s new policy announcement.,4322,180
2024-03-27,Discussions about Modi continue across the nation.,3066,852
2024-03-08,People believe Modi is transforming India’s global image.,92,967
2024-03-17,Modi met with industry leaders to discuss growth.,4529,304
2024-03-23,People believe Modi is transforming India’s global image.,772,731
2024-03-17,Modi faces backlash over recent economic policies.,3882,537
2024-03-27,Modi delivered an inspiring speech about India's growth and unity.,3355,951
2024-03-07,People believe Modi is transforming India’s global image.,1841,734
2024-03-22,Social media debates continue over Modi’s strategies.,378,383
2024-03-12,Social media debates continue over Modi’s strategies.,804,72
2024-03-27,Modi met with industry leaders to discuss growth.,4574,496
2024-03-13,Opposition questions Modi’s silence on key social matters.,188,252
2024-03-18,Modi met with industry leaders to discuss growth.,73,452
2024-03-08,Modi faces backlash over recent economic policies.,4887,952
2024-03-31,Opposition questions Modi’s silence on key social matters.,1762,717
2024-03-08,Modi’s rally drew massive crowds showing huge support.,564,378
2024-03-19,Modi faces backlash over recent economic policies.,4908,600
2024-03-22,People believe Modi is transforming India’s global image.,2290,78
2024-03-07,Modi talks about making India self-reliant and people are hopeful.,1862,505
2024-03-18,Media covered Modi’s new policy announcement.,1772,821
2024-03-26,Modi’s rally drew massive crowds showing huge support.,2620,819
2024-03-03,Media covered Modi’s new policy announcement.,3973,962
2024-03-12,Modi attended a public event today in Delhi.,2139,851
2024-03-12,Modi delivered an inspiring speech about India's growth and unity.,2929,672
2024-03-05,Social media debates continue over Modi’s strategies.,3469,241
2024-03-15,Protests continue as people demand changes from Modi.,4869,354
2024-03-21,Modi met with industry leaders to discuss growth.,1811,10
2024-03-25,Modi’s rally drew massive crowds showing huge support.,2618,143
2024-03-17,Modi talks about making India self-reliant and people are hopeful.,4587,580
2024-03-03,Modi delivered an inspiring speech about India's growth and unity.,3343,547
2024-03-11,Media covered Modi’s new policy announcement.,3380,313
2024-03-23,Modi delivered an inspiring speech about India's growth and unity.,2654,49
2024-03-22,Protests continue as people demand changes from Modi.,4398,198
2024-03-02,Media covered Modi’s new policy announcement.,1054,935
2024-03-01,Media covered Modi’s new policy announcement.,2368,513
2024-03-18,Modi attended a public event today in Delhi.,3209,389
2024-03-18,People believe Modi is transforming India’s global image.,2481,496
2024-03-29,Modi faces backlash over recent economic policies.,4672,298
2024-03-23,Protests continue as people demand changes from Modi.,4276,966
2024-03-19,Modi talks about making India self-reliant and people are hopeful.,1008,96
2024-03-24,Citizens praise Modi for strong leadership and vision.,4759,225
2024-03-02,Protests continue as people demand changes from Modi.,1802,928
2024-03-31,Modi delivered an inspiring speech about India's growth and unity.,3002,855
2024-03-18,Discussions about Modi continue across the nation.,426,48
2024-03-07,Citizens praise Modi for strong leadership and vision.,3351,285
2024-03-27,Citizens praise Modi for strong leadership and vision.,600,800
2024-03-30,Modi talks about making India self-reliant and people are hopeful.,2224,653
2024-03-20,Modi attended a public event today in Delhi.,3770,595
2024-03-21,Modi faces backlash over recent economic policies.,3248,497
2024-03-25,Modi faces backlash over recent economic policies.,4026,766
2024-03-31,Citizens praise Modi for strong leadership and vision.,3662,369
2024-03-22,Modi met with industry leaders to discuss growth.,1893,777
2024-03-31,Citizens praise Modi for strong leadership and vision.,3709,805
2024-03-15,Opposition questions Modi’s silence on key social matters.,2429,844
2024-03-27,Critics say Modi is not addressing unemployment issues properly.,4179,703
2024-03-23,Modi faces backlash over recent economic policies.,1822,493
2024-03-24,Modi delivered an inspiring speech about India's growth and unity.,1247,974
2024-03-30,Modi faces backlash over recent economic policies.,3259,208
2024-03-22,Discussions about Modi continue across the nation.,1284,404
2024-03-14,Modi criticized for slow progress in rural development.,1575,219
2024-03-13,Modi attended a public event today in Delhi.,3424,336
2024-03-20,Opposition questions Modi’s silence on key social matters.,4397,430
2024-03-10,Critics say Modi is not addressing unemployment issues properly.,3742,11
2024-03-08,Discussions about Modi continue across the nation.,3930,170
2024-03-01,Citizens praise Modi for strong leadership and vision.,3963,395
2024-03-25,Discussions about Modi continue across the nation.,185,404
2024-03-25,Modi faces backlash over recent economic policies.,2530,417
2024-03-17,Citizens praise Modi for strong leadership and vision.,3507,729
2024-03-05,Discussions about Modi continue across the nation.,1928,560
2024-03-09,Social media debates continue over Modi’s strategies.,3684,347
2024-03-07,Modi delivered an inspiring speech about India's growth and unity.,2138,985
2024-03-12,Modi’s rally drew massive crowds showing huge support.,1674,824
2024-03-15,Modi’s rally drew massive crowds showing huge support.,4933,810
2024-03-31,Modi’s rally drew massive crowds showing huge support.,3961,266
2024-03-10,Modi delivered an inspiring speech about India's growth and unity.,3747,163
2024-03-16,Media covered Modi’s new policy announcement.,818,195
2024-03-27,Modi criticized for slow progress in rural development.,420,342
2024-03-13,People believe Modi is transforming India’s global image.,3713,260
2024-03-31,Discussions about Modi continue across the nation.,1982,101
2024-03-09,Modi criticized for slow progress in rural development.,3112,700
2024-03-07,Modi delivered an inspiring speech about India's growth and unity.,3828,852
2024-03-27,Modi criticized for slow progress in rural development.,4834,439
2024-03-02,Critics say Modi is not addressing unemployment issues properly.,2528,241
2024-03-02,People believe Modi is transforming India’s global image.,610,925
2024-03-18,Modi faces backlash over recent economic policies.,145,637
2024-03-23,Citizens praise Modi for strong leadership and vision.,3551,582
2024-03-04,Discussions about Modi continue across the nation.,807,37
2024-03-22,Social media debates continue over Modi’s strategies.,392,457
2024-03-17,Modi’s rally drew massive crowds showing huge support.,4377,582
2024-03-25,Modi attended a public event today in Delhi.,1538,81
2024-03-22,Modi faces backlash over recent economic policies.,3642,79
2024-03-01,Critics say Modi is not addressing unemployment issues properly.,2532,372
2024-03-30,Modi faces backlash over recent economic policies.,3974,208
2024-03-17,Protests continue as people demand changes from Modi.,1570,245
2024-03-20,Modi talks about making India self-reliant and people are hopeful.,4972,748
2024-03-14,Citizens praise Modi for strong leadership and vision.,3052,647
2024-03-10,People believe Modi is transforming India’s global image.,1322,614
2024-03-09,Modi talks about making India self-reliant and people are hopeful.,3807,57
2024-03-28,Modi’s rally drew massive crowds showing huge support.,2719,30
2024-03-01,People believe Modi is transforming India’s global image.,689,692
2024-03-30,Modi talks about making India self-reliant and people are hopeful.,1338,548
2024-03-11,Citizens praise Modi for strong leadership and vision.,2048,327
2024-03-22,Modi talks about making India self-reliant and people are hopeful.,3027,755
2024-03-07,Modi talks about making India self-reliant and people are hopeful.,796,741
2024-03-07,Protests continue as people demand changes from Modi.,1730,546
2024-03-10,Citizens praise Modi for strong leadership and vision.,4607,634
2024-03-31,Modi faces backlash over recent economic policies.,4195,455
2024-03-17,Critics say Modi is not addressing unemployment issues properly.,4140,738
2024-03-06,Modi delivered an inspiring speech about India's growth and unity.,2762,724
2024-03-15,Opposition questions Modi’s silence on key social matters.,4299,915
2024-03-24,Modi met with industry leaders to discuss growth.,2468,403
2024-03-31,People believe Modi is transforming India’s global image.,378,616
2024-03-14,Media covered Modi’s new policy announcement.,3997,522
2024-03-27,Modi met with industry leaders to discuss growth.,392,341
2024-03-10,Citizens praise Modi for strong leadership and vision.,1471,881
2024-03-24,Protests continue as people demand changes from Modi.,3554,695
2024-03-04,Opposition questions Modi’s silence on key social matters.,3594,742
2024-03-09,Media covered Modi’s new policy announcement.,4368,831
2024-03-07,Modi’s rally drew massive crowds showing huge support.,2509,735
2024-03-02,Citizens praise Modi for strong leadership and vision.,1543,356
2024-03-21,Protests continue as people demand changes from Modi.,4909,567
2024-03-18,Opposition questions Modi’s silence on key social matters.,1610,123
2024-03-01,Modi criticized for slow progress in rural development.,3315,628
2024-03-16,Media covered Modi’s new policy announcement.,1172,539
2024-03-30,Protests continue as people demand changes from Modi.,4075,169
2024-03-17,Modi criticized for slow progress in rural development.,3517,463
2024-03-05,Modi talks about making India self-reliant and people are hopeful.,4803,341
2024-03-16,Protests continue as people demand changes from Modi.,2641,414
2024-03-27,Social media debates continue over Modi’s strategies.,4778,419
2024-03-20,Modi attended a public event today in Delhi.,1036,181
2024-03-19,Modi faces backlash over recent economic policies.,3057,507
2024-03-10,People believe Modi is transforming India’s global image.,863,674
2024-03-18,Modi’s rally drew massive crowds showing huge support.,4130,415
2024-03-26,Modi attended a public event today in Delhi.,4686,586
2024-03-25,Modi faces backlash over recent economic policies.,1760,197
2024-03-30,Modi faces backlash over recent economic policies.,3554,205
2024-03-02,Modi’s rally drew massive crowds showing huge support.,3359,139
2024-03-25,Protests continue as people demand changes from Modi.,3038,597
2024-03-03,People believe Modi is transforming India’s global image.,1624,485
2024-03-20,Modi faces backlash over recent economic policies.,566,715
2024-03-11,Critics say Modi is not addressing unemployment issues properly.,2682,102
2024-03-28,People believe Modi is transforming India’s global image.,1039,213
2024-03-06,Modi criticized for slow progress in rural development.,4580,824
2024-03-02,Media covered Modi’s new policy announcement.,2210,346
2024-03-05,Critics say Modi is not addressing unemployment issues properly.,2464,803
2024-03-12,Media covered Modi’s new policy announcement.,2298,87
2024-03-05,Discussions about Modi continue across the nation.,4903,352
2024-03-07,Modi’s rally drew massive crowds showing huge support.,1449,164
2024-03-11,Social media debates continue over Modi’s strategies.,2979,681
2024-03-03,Media covered Modi’s new policy announcement.,3559,833
2024-03-11,Critics say Modi is not addressing unemployment issues properly.,2141,872
2024-03-09,Modi criticized for slow progress in rural development.,1917,449
2024-03-04,Opposition questions Modi’s silence on key social matters.,4690,591
2024-03-01,Media covered Modi’s new policy announcement.,3697,969
2024-03-17,Modi criticized for slow progress in rural development.,1691,947
2024-03-31,Modi’s rally drew massive crowds showing huge support.,39,852
2024-03-30,People believe Modi is transforming India’s global image.,4797,771
2024-03-07,Citizens praise Modi for strong leadership and vision.,1566,738
2024-03-21,Modi talks about making India self-reliant and people are hopeful.,487,114
2024-03-19,Discussions about Modi continue across the nation.,3574,118
2024-03-31,Modi attended a public event today in Delhi.,3072,800
2024-03-01,Modi attended a public event today in Delhi.,805,948
2024-03-09,Modi talks about making India self-reliant and people are hopeful.,4815,166
2024-03-17,Modi’s rally drew massive crowds showing huge support.,482,269
2024-03-14,Critics say Modi is not addressing unemployment issues properly.,1559,589
2024-03-25,Protests continue as people demand changes from Modi.,1131,379
2024-03-10,Discussions about Modi continue across the nation.,3264,379
2024-03-06,Modi’s rally drew massive crowds showing huge support.,2677,612
2024-03-18,Modi’s rally drew massive crowds showing huge support.,2018,497
2024-03-28,Citizens praise Modi for strong leadership and vision.,2662,223
2024-03-11,Opposition questions Modi’s silence on key social matters.,2958,164
2024-03-14,Critics say Modi is not addressing unemployment issues properly.,1646,228
2024-03-13,Modi met with industry leaders to discuss growth.,2606,926
2024-03-11,Modi criticized for slow progress in rural development.,3411,68
2024-03-08,Modi attended a public event today in Delhi.,938,196
2024-03-24,Critics say Modi is not addressing unemployment issues properly.,4647,689
2024-03-14,Citizens praise Modi for strong leadership and vision.,2582,489
2024-03-28,People believe Modi is transforming India’s global image.,4732,950
2024-03-19,Modi’s rally drew massive crowds showing huge support.,2688,877
2024-03-05,Modi criticized for slow progress in rural development.,2128,811
2024-03-09,Social media debates continue over Modi’s strategies.,1201,593
2024-03-29,Modi met with industry leaders to discuss growth.,943,898
2024-03-18,Citizens praise Modi for strong leadership and vision.,2489,442
2024-03-13,Modi met with industry leaders to discuss growth.,3192,486
2024-03-10,Modi met with industry leaders to discuss growth.,3762,877
2024-03-02,Modi talks about making India self-reliant and people are hopeful.,3013,201
2024-03-15,Modi’s rally drew massive crowds showing huge support.,410,166
2024-03-01,Protests continue as people demand changes from Modi.,4857,723
2024-03-21,Modi attended a public event today in Delhi.,1202,132
2024-03-15,Social media debates continue over Modi’s strategies.,214,287
2024-03-12,Protests continue as people demand changes from Modi.,3659,362
2024-03-30,Modi attended a public event today in Delhi.,4309,416
2024-03-12,Citizens praise Modi for strong leadership and vision.,1049,912
2024-03-23,Modi criticized for slow progress in rural development.,4042,932
2024-03-26,Modi met with industry leaders to discuss growth.,4048,973
2024-03-11,Modi delivered an inspiring speech about India's growth and unity.,3303,392
2024-03-12,Media covered Modi’s new policy announcement.,345,392
2024-03-09,Social media debates continue over Modi’s strategies.,1006,270
2024-03-07,Protests continue as people demand changes from Modi.,764,380
2024-03-28,Modi attended a public event today in Delhi.,1543,67
2024-03-29,Modi delivered an inspiring speech about India's growth and unity.,2540,907
2024-03-02,People believe Modi is transforming India’s global image.,871,310
2024-03-23,Citizens praise Modi for strong leadership and vision.,4151,940
2024-03-19,Modi met with industry leaders to discuss growth.,2025,865
2024-03-05,Protests continue as people demand changes from Modi.,3749,881
2024-03-05,Discussions about Modi continue across the nation.,3792,915
2024-03-30,People believe Modi is transforming India’s global image.,3769,625
2024-03-26,Media covered Modi’s new policy announcement.,2576,851
2024-03-06,Opposition questions Modi’s silence on key social matters.,4790,743
2024-03-17,Media covered Modi’s new policy announcement.,4349,144
2024-03-09,Media covered Modi’s new policy announcement.,1340,403
2024-03-19,Modi faces backlash over recent economic policies.,1612,657
2024-03-06,Modi talks about making India self-reliant and people are hopeful.,1499,420
2024-03-03,Modi attended a public event today in Delhi.,1995,285
2024-03-07,Media covered Modi’s new policy announcement.,1794,601
2024-03-01,Modi delivered an inspiring speech about India's growth and unity.,3990,205
2024-03-25,Modi attended a public event today in Delhi.,4124,691
2024-03-16,Discussions about Modi continue across the nation.,1526,312
2024-03-01,Discussions about Modi continue across the nation.,3032,266
2024-03-26,Modi faces backlash over recent economic policies.,4187,307
2024-03-11,Critics say Modi is not addressing unemployment issues properly.,1508,399
2024-03-03,Modi talks about making India self-reliant and people are hopeful.,4545,252
2024-03-12,Critics say Modi is not addressing unemployment issues properly.,3858,323
2024-03-20,Social media debates continue over Modi’s strategies.,3300,956
2024-03-08,Citizens praise Modi for strong leadership and vision.,174,98
2024-03-11,Modi talks about making India self-reliant and people are hopeful.,1739,988
2024-03-27,Modi delivered an inspiring speech about India's growth and unity.,311,573
2024-03-14,Modi’s rally drew massive crowds showing huge support.,3115,877
2024-03-03,Modi attended a public event today in Delhi.,4486,787
2024-03-11,Modi’s rally drew massive crowds showing huge support.,2679,992
2024-03-13,Modi attended a public event today in Delhi.,826,471
2024-03-20,Critics say Modi is not addressing unemployment issues properly.,3120,430
2024-03-21,Modi met with industry leaders to discuss growth.,3777,147
2024-03-18,Discussions about Modi continue across the nation.,3444,402
2024-03-16,Media covered Modi’s new policy announcement.,4648,467
2024-03-24,Modi met with industry leaders to discuss growth.,300,832
2024-03-19,People believe Modi is transforming India’s global image.,4911,160
2024-03-23,People believe Modi is transforming India’s global image.,681,49
2024-03-03,Modi criticized for slow progress in rural development.,324,499
2024-03-11,Social media debates continue over Modi’s strategies.,2615,255
2024-03-29,Media covered Modi’s new policy announcement.,2159,543
2024-03-12,Modi attended a public event today in Delhi.,481,779
2024-03-31,People believe Modi is transforming India’s global image.,2322,790
2024-03-08,Modi talks about making India self-reliant and people are hopeful.,374,959
2024-03-25,People believe Modi is transforming India’s global image.,2980,214
2024-03-03,Modi faces backlash over recent economic policies.,1269,485
2024-03-25,Modi delivered an inspiring speech about India's growth and unity.,4992,91
2024-03-29,Protests continue as people demand changes from Modi.,1947,482
2024-03-23,People believe Modi is transforming India’s global image.,2975,63
2024-03-19,Media covered Modi’s new policy announcement.,4173,430
2024-03-17,Modi met with industry leaders to discuss growth.,2261,259
2024-03-19,Modi criticized for slow progress in rural development.,4872,811
2024-03-24,People believe Modi is transforming India’s global image.,3468,843
2024-03-24,Modi attended a public event today in Delhi.,2304,660
2024-03-04,Discussions about Modi continue across the nation.,3319,746
2024-03-21,Citizens praise Modi for strong leadership and vision.,3842,350
2024-03-22,Modi talks about making India self-reliant and people are hopeful.,4923,961
2024-03-13,Critics say Modi is not addressing unemployment issues properly.,631,592
2024-03-30,Protests continue as people demand changes from Modi.,1668,528
2024-03-05,Modi talks about making India self-reliant and people are hopeful.,3740,284
2024-03-13,Modi delivered an inspiring speech about India's growth and unity.,128,757
2024-03-10,Modi faces backlash over recent economic policies.,347,736
2024-03-09,Modi attended a public event today in Delhi.,1255,211
2024-03-31,Modi talks about making India self-reliant and people are hopeful.,3764,220
2024-03-18,Modi faces backlash over recent economic policies.,593,442
2024-03-07,Modi criticized for slow progress in rural development.,1526,158
2024-03-18,Social media debates continue over Modi’s strategies.,3733,814
2024-03-28,Critics say Modi is not addressing unemployment issues properly.,3946,269
2024-03-06,Modi attended a public event today in Delhi.,64,357
2024-03-09,Modi faces backlash over recent economic policies.,1520,688
2024-03-05,Modi talks about making India self-reliant and people are hopeful.,1497,338
2024-03-06,Modi criticized for slow progress in rural development.,4414,504
2024-03-22,Protests continue as people demand changes from Modi.,2885,591
2024-03-21,People believe Modi is transforming India’s global image.,3726,75
2024-03-16,Social media debates continue over Modi’s strategies.,4041,985
2024-03-30,Protests continue as people demand changes from Modi.,3568,953
2024-03-11,Modi criticized for slow progress in rural development.,1970,180
2024-03-17,Modi delivered an inspiring speech about India's growth and unity.,1492,167
2024-03-24,Modi attended a public event today in Delhi.,3463,318
2024-03-23,Modi’s rally drew massive crowds showing huge support.,210,129
2024-03-08,Social media debates continue over Modi’s strategies.,2585,805
2024-03-26,Protests continue as people demand changes from Modi.,1776,224
2024-03-25,Modi talks about making India self-reliant and people are hopeful.,3944,772
2024-03-26,Modi attended a public event today in Delhi.,19,379
2024-03-23,Social media debates continue over Modi’s strategies.,2391,767
2024-03-11,Modi attended a public event today in Delhi.,3228,654
2024-03-27,Modi attended a public event today in Delhi.,2457,531
2024-03-10,Modi faces backlash over recent economic policies.,1309,295
2024-03-24,Modi’s rally drew massive crowds showing huge support.,2588,577
2024-03-25,Modi attended a public event today in Delhi.,2480,346
2024-03-03,Media covered Modi’s new policy announcement.,3805,418
2024-03-09,Protests continue as people demand changes from Modi.,4360,393
2024-03-14,Opposition questions Modi’s silence on key social matters.,1832,183
2024-03-05,Media covered Modi’s new policy announcement.,2538,11
2024-03-18,Citizens praise Modi for strong leadership and vision.,3431,63
2024-03-12,Modi’s rally drew massive crowds showing huge support.,4786,837
2024-03-17,Modi delivered an inspiring speech about India's growth and unity.,3378,53
2024-03-31,Protests continue as people demand changes from Modi.,4492,361
2024-03-07,Modi criticized for slow progress in rural development.,192,203
2024-03-06,People believe Modi is transforming India’s global image.,400,904
2024-03-06,Modi’s rally drew massive crowds showing huge support.,4770,379
2024-03-25,Modi faces backlash over recent economic policies.,3375,674
2024-03-02,Media covered Modi’s new policy announcement.,477,673
2024-03-02,Modi attended a public event today in Delhi.,2639,618
2024-03-21,Modi talks about making India self-reliant and people are hopeful.,1325,664
2024-03-29,Modi delivered an inspiring speech about India's growth and unity.,2684,602
2024-03-14,Modi met with industry leaders to discuss growth.,2345,975
2024-03-15,Modi attended a public event today in Delhi.,1526,88
2024-03-07,Opposition questions Modi’s silence on key social matters.,713,695
2024-03-31,Modi delivered an inspiring speech about India's growth and unity.,2958,272
2024-03-23,Modi met with industry leaders to discuss growth.,4864,138
2024-03-09,Modi talks about making India self-reliant and people are hopeful.,781,691
2024-03-22,Discussions about Modi continue across the nation.,3599,853
2024-03-28,Opposition questions Modi’s silence on key social matters.,1494,527
2024-03-24,Modi delivered an inspiring speech about India's growth and unity.,321,478
2024-03-25,Discussions about Modi continue across the nation.,4611,18
2024-03-23,Media covered Modi’s new policy announcement.,2038,71
2024-03-18,People believe Modi is transforming India’s global image.,1430,325
2024-03-31,Social media debates continue over Modi’s strategies.,498,833
2024-03-10,Discussions about Modi continue across the nation.,2429,71
2024-03-25,People believe Modi is transforming India’s global image.,3240,439
2024-03-11,Modi’s rally drew massive crowds showing huge support.,967,212
2024-03-12,Modi attended a public event today in Delhi.,3371,530
2024-03-04,Citizens praise Modi for strong leadership and vision.,4029,439
2024-03-07,Modi’s rally drew massive crowds showing huge support.,542,986
2024-03-29,Modi attended a public event today in Delhi.,1368,17
2024-03-19,Modi talks about making India self-reliant and people are hopeful.,2570,300
2024-03-26,Modi faces backlash over recent economic policies.,875,678
2024-03-10,Modi faces backlash over recent economic policies.,1351,741
2024-03-07,Social media debates continue over Modi’s strategies.,2536,951
2024-03-17,Modi’s rally drew massive crowds showing huge support.,4336,233
2024-03-06,Citizens praise Modi for strong leadership and vision.,2829,499
2024-03-17,Citizens praise Modi for strong leadership and vision.,2378,357
2024-03-01,Citizens praise Modi for strong leadership and vision.,4496,104
2024-03-24,Citizens praise Modi for strong leadership and vision.,2542,480
2024-03-07,Modi talks about making India self-reliant and people are hopeful.,4965,821
2024-03-31,Modi criticized for slow progress in rural development.,484,535
2024-03-17,Opposition questions Modi’s silence on key social matters.,2013,598
2024-03-21,Discussions about Modi continue across the nation.,2363,97
2024-03-26,Opposition questions Modi’s silence on key social matters.,891,830
2024-03-02,Critics say Modi is not addressing unemployment issues properly.,844,758
2024-03-22,Citizens praise Modi for strong leadership and vision.,352,778
2024-03-24,Modi delivered an inspiring speech about India's growth and unity.,4428,207
2024-03-26,Discussions about Modi continue across the nation.,3602,692
2024-03-31,Modi’s rally drew massive crowds showing huge support.,2388,959
2024-03-17,Modi attended a public event today in Delhi.,2050,28
2024-03-19,Citizens praise Modi for strong leadership and vision.,4888,600
2024-03-18,Opposition questions Modi’s silence on key social matters.,2188,150
2024-03-24,Discussions about Modi continue across the nation.,219,525
2024-03-22,Modi faces backlash over recent economic policies.,687,884
2024-03-21,Critics say Modi is not addressing unemployment issues properly.,2499,421
2024-03-04,Modi delivered an inspiring speech about India's growth and unity.,4267,917
2024-03-30,Citizens praise Modi for strong leadership and vision.,4497,16
2024-03-17,Opposition questions Modi’s silence on key social matters.,2092,98
2024-03-10,Modi faces backlash over recent economic policies.,684,600
2024-03-25,Modi talks about making India self-reliant and people are hopeful.,2510,676
2024-03-20,Social media debates continue over Modi’s strategies.,1628,492
2024-03-07,Critics say Modi is not addressing unemployment issues properly.,3212,716
2024-03-01,Modi attended a public event today in Delhi.,4640,5
2024-03-31,Modi criticized for slow progress in rural development.,4370,958
2024-03-17,Modi delivered an inspiring speech about India's growth and unity.,1075,982
2024-03-22,Opposition questions Modi’s silence on key social matters.,1661,818
2024-03-19,Modi attended a public event today in Delhi.,122,334
2024-03-17,Modi delivered an inspiring speech about India's growth and unity.,2975,830
2024-03-20,Modi faces backlash over recent economic policies.,2810,285
2024-03-21,Modi’s rally drew massive crowds showing huge support.,2435,416
2024-03-12,Modi’s rally drew massive crowds showing huge support.,149,356
2024-03-25,Protests continue as people demand changes from Modi.,2776,161
2024-03-03,Social media debates continue over Modi’s strategies.,4432,4
2024-03-15,Opposition questions Modi’s silence on key social matters.,4289,855
2024-03-27,Modi delivered an inspiring speech about India's growth and unity.,4487,59
2024-03-22,Social media debates continue over Modi’s strategies.,4227,46
